propcode,year,pname,region,postcode,stars,bedrooms,sleeps,doubles,twin,singles,bunks,familyrooms,propid,shortbreakok,bathrooms,createdate,place,county
L247,2010,Rose Cottage,South Hams,TQ9 7BG,3.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,6509,-1,2.0,,Blackawton,Devon
L247,2011,Rose Cottage,South Hams,TQ9 7BG,3.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,7368,-1,2.0,2010-03-24,Blackawton,Devon
L247,2012,Rose Cottage,South Hams,TQ9 7BG,3.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,8236,-1,2.0,2011-04-01,Blackawton,Devon
L247,2013,Rose Cottage,South Hams,TQ9 7BG,3.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,9104,0,2.0,2012-04-03,Blackawton,Devon
L247,2014,Rose Cottage,South Hams,TQ9 7BG,3.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,10110,0,2.0,2013-04-05,Blackawton,Devon
L248,2001,The Barn,South Hams,TQ7 4EH,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,584,0,0.0,,,
L248,2002,The Barn,South Hams,TQ7 4EH,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,585,0,0.0,,,
L248,2003,The Barn,South Hams,TQ7 4EH,4.5,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1261,0,0.0,,,
L248,2004,The Barn,South Hams,TQ7 4EH,4.5,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1673,-1,2.0,,,
L248,2005,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2533,-1,2.0,,,
L248,2006,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3301,-1,2.0,,,
L248,2007,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4336,-1,2.0,,,
L248,2008,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5069,-1,2.0,,Aveton Gifford,Devon
L248,2009,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5686,-1,2.0,,Aveton Gifford,Devon
L248,2010,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6510,0,2.0,,Aveton Gifford,Devon
L248,2011,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7369,-1,2.0,2010-03-24,Aveton Gifford,Devon
L248,2012,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8237,-1,2.0,2011-04-01,Aveton Gifford,Devon
L248,2013,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9105,-1,2.0,2012-04-03,Aveton Gifford,Devon
L248,2014,The Barn,South Hams,TQ7 4EH,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10111,-1,2.0,2013-04-05,Aveton Gifford,Devon
L249,2001,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,586,0,0.0,,,
L249,2002,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,587,0,0.0,,,
L249,2003,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1263,0,0.0,,,
L249,2004,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1710,-1,1.0,,,
L249,2005,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2532,-1,1.0,,,
L249,2006,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3431,-1,1.0,,,
L249,2007,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4392,-1,1.0,,,
L249,2008,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5070,-1,1.0,,Aveton Gifford,Devon
L249,2009,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5687,0,1.0,,Aveton Gifford,Devon
L249,2010,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6511,0,1.0,,Aveton Gifford,Devon
L249,2011,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7370,-1,1.0,2010-03-24,Aveton Gifford,Devon
L249,2012,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8238,-1,1.0,2011-04-01,Aveton Gifford,Devon
L249,2013,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9106,-1,1.0,2012-04-03,Aveton Gifford,Devon
L249,2014,The Music Room,South Hams,TQ7 4EH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10112,-1,1.0,2013-04-05,Aveton Gifford,Devon
L25,2003,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,1627,-1,0.0,,,
L25,2004,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,1871,-1,1.0,,,
L25,2005,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,2757,-1,1.0,,,
L25,2006,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,3891,-1,1.0,,,
L25,2007,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,4455,-1,1.0,,,
L25,2008,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,5071,-1,1.0,,Curtisknowle,Devon
L25,2009,Curtisknowle Cottage,South Hams,TQ9 7JX,4.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,5688,-1,1.0,,Curtisknowle,Devon
L250,2003,4 Chapel Row,South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1628,-1,0.0,,,
L250,2004,4 Chapel Row,South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1918,0,1.0,,,
L251,2002,5 Chapel Row,South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,588,0,0.0,,,
L251,2003,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1268,0,0.0,,,
L251,2004,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1689,-1,1.0,,,
L251,2005,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2486,-1,1.0,,,
L251,2006,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3543,-1,1.0,,,
L251,2007,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4013,-1,1.0,,,
L251,2008,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4623,-1,1.0,,Kingston,Devon
L251,2009,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5689,-1,1.0,,Kingston,Devon
L251,2010,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6512,-1,1.0,,Kingston,Devon
L251,2011,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7371,-1,1.0,2010-03-24,Kingston,Devon
L251,2012,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8239,-1,1.0,2011-04-01,Kingston,Devon
L251,2013,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9107,-1,1.0,2012-04-03,Kingston,Devon
L251,2014,"Kings Corner, 5 Chapel Row",South Hams,TQ7 4PJ,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10113,-1,1.0,2013-04-05,Kingston,Devon
L252,2001,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,589,0,0.0,,,
L252,2002,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,590,0,0.0,,,
L252,2003,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1266,-1,0.0,,,
L252,2004,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2160,-1,1.0,,,
L252,2005,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2698,-1,1.0,,,
L252,2006,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3654,-1,1.0,,,
L252,2007,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4025,-1,1.0,,,
L252,2008,Bay Tree Cottage,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4726,-1,1.0,,Kingston,Devon
L252,2009,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5690,-1,1.0,,Kingston,Devon
L252,2010,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6513,-1,1.0,,Kingston,Devon
L252,2011,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7372,-1,1.0,2010-03-24,Kingston,Devon
L252,2012,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8240,-1,1.0,2011-04-01,Kingston,Devon
L252,2013,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9108,-1,1.0,2012-04-03,Kingston,Devon
L252,2014,2 Middle Gabberwell,South Hams,TQ7 4PS,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10114,-1,1.0,2013-04-05,Kingston,Devon
L253,2001,River Yealm Hotel,South Hams,PL8 1BL,2.5,16.0,31.0,7.0,6.0,2.0,0.0,1.0,591,0,0.0,,,
L253,2002,River Yealm Hotel,South Hams,PL8 1BL,2.5,18.0,35.0,7.0,6.0,2.0,0.0,1.0,592,0,0.0,,,
L253,2003,River Yealm Hotel,South Hams,PL8 1BL,1.5,18.0,35.0,8.0,7.0,2.0,0.0,1.0,1476,0,0.0,,,
L254,2001,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,593,0,0.0,,,
L254,2002,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,594,0,0.0,,,
L254,2003,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1271,0,0.0,,,
L254,2004,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1911,0,3.0,,,
L254,2005,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2665,0,3.0,,,
L254,2006,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3332,0,2.0,,,
L254,2007,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4307,0,2.0,,,
L254,2008,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5072,0,2.0,,Kingston,Devon
L254,2009,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5691,0,2.0,,Kingston,Devon
L254,2010,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6514,-1,2.0,,Kingston,Devon
L254,2011,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7373,-1,2.0,2010-03-24,Kingston,Devon
L254,2012,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8241,-1,2.0,2011-04-01,Kingston,Devon
L254,2013,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9109,0,2.0,2012-04-03,Kingston,Devon
L254,2014,Clematis Cottage,South Hams,TQ7 4PN,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10115,0,2.0,2013-04-05,Kingston,Devon
L255,2001,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,595,0,0.0,,,
L255,2002,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,596,0,0.0,,,
L255,2003,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,1273,0,0.0,,,
L255,2004,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,1912,0,2.0,,,
L255,2005,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,2666,0,2.0,,,
L255,2006,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,3433,0,2.0,,,
L255,2007,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,4139,0,2.0,,,
L255,2008,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,4884,0,2.0,,Kingston,Devon
L255,2009,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,5692,0,2.0,,Kingston,Devon
L255,2010,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,6515,-1,2.0,,Kingston,Devon
L255,2011,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,7374,-1,2.0,2010-03-24,Kingston,Devon
L255,2012,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,8242,-1,2.0,2011-04-01,Kingston,Devon
L255,2013,Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,9110,0,2.0,2012-04-03,Kingston,Devon
L255,2014,Rambling Rose Cottage,South Hams,TQ7 4PN,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10116,0,2.0,2013-04-05,Kingston,Devon
L256,2001,Ocean View,South Hams,TQ7 3HH,4.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,597,0,0.0,,,
L256,2002,Ocean View,South Hams,TQ7 3HH,4.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,598,0,0.0,,,
L257,2001,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,599,0,0.0,,,
L257,2002,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,600,0,0.0,,,
L257,2003,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1274,0,0.0,,,
L257,2004,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1683,-1,1.0,,,
L257,2005,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2725,-1,1.0,,,
L257,2006,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3254,-1,1.0,,,
L257,2007,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4393,-1,1.0,,,
L257,2008,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4749,-1,1.0,,Ringmore,Devon
L257,2009,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,5693,0,1.0,,Ringmore,Devon
L257,2010,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,6516,-1,1.0,,Ringmore,Devon
L257,2011,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,7375,-1,1.0,2010-03-24,Ringmore,Devon
L257,2012,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,8243,-1,1.0,2011-04-01,Ringmore,Devon
L257,2013,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,9111,-1,1.0,2012-04-03,Ringmore,Devon
L257,2014,Little Scypen,South Hams,TQ7 4HJ,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,10117,-1,1.0,2013-04-05,Ringmore,Devon
L258,2001,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,8.0,1.0,2.0,0.0,0.0,0.0,601,0,0.0,,,
L258,2002,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,8.0,1.0,2.0,0.0,0.0,0.0,602,0,0.0,,,
L258,2003,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,8.0,1.0,2.0,0.0,0.0,0.0,1321,0,0.0,,,
L258,2004,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,8.0,1.0,2.0,0.0,0.0,0.0,2183,-1,2.0,,,
L258,2005,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2925,-1,2.0,,,
L258,2006,Old Castle Lurke,South Hams,TQ7 4HJ,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3696,-1,2.0,,,
L258,2007,Old Castle Lurke,South Hams,TQ7 4HJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4080,-1,2.0,,,
L258,2008,Old Castle Lurke,South Hams,TQ7 4HJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,5073,-1,2.0,,Ringmore,Devon
L259,2001,Cedarwood Bungalow,South Hams,TQ7 3NA,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,603,0,0.0,,,
L259,2002,Cedarwood Bungalow,South Hams,TQ7 3NA,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,604,0,0.0,,,
L26,2003,Lambside,South Hams,PL8 1HG,4.0,5.0,13.0,2.0,2.0,0.0,1.0,0.0,1668,-1,0.0,,,
L26,2004,Lambside,South Hams,PL8 1HG,4.0,5.0,13.0,2.0,2.0,0.0,1.0,0.0,1994,-1,3.0,,,
L26,2005,Lambside,South Hams,PL8 1HG,4.0,5.0,13.0,2.0,2.0,0.0,1.0,0.0,2776,-1,3.0,,,
L26,2006,Lambside,South Hams,PL8 1HG,4.0,5.0,14.0,2.0,2.0,0.0,1.0,0.0,3393,-1,3.0,,,
L260,2001,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,605,0,0.0,,,
L260,2002,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,606,0,0.0,,,
L260,2003,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1326,0,0.0,,,
L260,2004,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1776,-1,1.0,,,
L260,2005,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2404,-1,1.0,,,
L260,2006,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3304,-1,1.0,,,
L260,2007,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4394,-1,1.0,,,
L260,2008,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4622,-1,1.0,,Galmpton,Devon
L260,2009,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,5694,-1,1.0,,Galmpton,Devon
L260,2010,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,6517,-1,1.0,,Galmpton,Devon
L260,2011,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,7376,-1,1.0,2010-03-24,Galmpton,Devon
L260,2012,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8244,-1,1.0,2011-04-01,Galmpton,Devon
L260,2013,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,9112,-1,1.0,2012-04-03,Galmpton,Devon
L260,2014,Well Cottage Apartment,South Hams,TQ7 3EU,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10118,-1,1.0,2013-04-05,Galmpton,Devon
L261,2001,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,607,0,0.0,,,
L261,2002,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,608,0,0.0,,,
L261,2003,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1276,0,0.0,,,
L261,2004,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1906,-1,1.0,,,
L261,2005,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2431,-1,1.0,,,
L261,2006,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3611,-1,1.0,,,
L261,2007,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3995,-1,1.0,,,
L261,2008,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4897,-1,1.0,,South Milton,Devon
L261,2009,Greenaway Cottage,South Hams,TQ7 3JG,3.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,5695,-1,1.0,,South Milton,Devon
L261,2010,Greenaway Cottage,South Hams,TQ7 3JG,2.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,6518,-1,1.0,,South Milton,Devon
L261,2011,Greenaway Cottage,South Hams,TQ7 3JG,2.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,7377,-1,1.0,2010-03-24,South Milton,Devon
L261,2012,Greenaway Cottage,South Hams,TQ7 3JG,2.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,8245,-1,1.0,2011-04-01,South Milton,Devon
L262,2001,The Penthouse,South Hams,PL8 1BN,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,609,0,0.0,,,
L262,2002,The Penthouse,South Hams,PL8 1BN,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,610,0,0.0,,,
L262,2003,The Penthouse,South Hams,PL8 1BN,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,2224,-1,0.0,,,
L262,2004,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,2223,-1,2.0,,,
L262,2005,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,2548,-1,2.0,,,
L262,2006,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,3658,-1,2.0,,,
L262,2007,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,4037,-1,2.0,,,
L262,2008,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,5074,0,2.0,,Newton Ferrers/Noss Mayo,Devon
L262,2009,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,5696,-1,2.0,,Newton Ferrers/Noss Mayo,Devon
L262,2010,The Penthouse,South Hams,PL8 1BN,4.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,6519,-1,2.0,,Newton Ferrers/Noss Mayo,Devon
L263,2001,29 Yealm Road,South Hams,PL8 1BH,4.0,4.0,7.0,1.0,0.0,3.0,1.0,0.0,611,0,0.0,,,
L263,2002,29 Yealm Road,South Hams,PL8 1BH,4.0,4.0,7.0,1.0,0.0,3.0,1.0,0.0,612,0,0.0,,,
L263,2003,29 Yealm Road,South Hams,PL8 1BH,4.0,4.0,7.0,1.0,0.0,2.0,1.0,0.0,1279,0,0.0,,,
L263,2004,29 Yealm Road,South Hams,PL8 1BH,4.0,4.0,7.0,1.0,0.0,2.0,1.0,0.0,2033,0,3.0,,,
L263,2005,29 Yealm Road,South Hams,PL8 1BH,3.0,4.0,7.0,1.0,0.0,2.0,1.0,0.0,2867,0,3.0,,,
L263,2006,29 Yealm Road,South Hams,PL8 1BH,3.5,4.0,7.0,1.0,0.0,2.0,1.0,0.0,3717,0,3.0,,,
L263,2007,29 Yealm Road,South Hams,PL8 1BH,3.5,4.0,7.0,1.0,0.0,2.0,1.0,0.0,4235,0,3.0,,,
L263,2008,29 Yealm Road,South Hams,PL8 1BH,3.5,4.0,7.0,1.0,0.0,2.0,1.0,0.0,4885,0,3.0,,Newton Ferrers/Noss Mayo,Devon
L263,2009,29 Yealm Road,South Hams,PL8 1BH,3.5,4.0,7.0,1.0,0.0,2.0,1.0,0.0,5697,0,3.0,,Newton Ferrers/Noss Mayo,Devon
L263,2010,29 Yealm Road,South Hams,PL8 1BH,3.5,4.0,7.0,1.0,0.0,2.0,1.0,0.0,6520,-1,3.0,,Newton Ferrers/Noss Mayo,Devon
